episode,return_per_episode,num_frames_per_episode
1,241.0,71.0
2,241.0,71.0
3,241.0,71.0
4,241.0,71.0
5,241.0,71.0
6,241.0,71.0
7,280.5,55.0
8,280.5,55.0
9,280.5,55.0
10,280.5,55.0
11,280.5,55.0
12,280.5,55.0
13,382.5,58.0
14,382.5,58.0
15,382.5,58.0
16,382.5,58.0
17,382.5,58.0
18,382.5,58.0
19,435.0,43.0
20,435.0,43.0
21,435.0,43.0
22,435.0,43.0
23,435.0,43.0
24,435.0,43.0
25,-922.5,201.0
26,-922.5,201.0
27,-922.5,201.0
28,-922.5,201.0
29,-922.5,201.0
30,-922.5,201.0
31,165.5,75.0
32,165.5,75.0
33,165.5,75.0
34,165.5,75.0
35,165.5,75.0
36,165.5,75.0
37,220.0,69.0
38,220.0,69.0
39,220.0,69.0
40,220.0,69.0
41,220.0,69.0
42,220.0,69.0
43,322.0,53.0
44,322.0,53.0
45,322.0,53.0
46,322.0,53.0
47,322.0,53.0
48,322.0,53.0
49,14.0,89.0
50,14.0,89.0
51,14.0,89.0
52,14.0,89.0
53,14.0,89.0
54,14.0,89.0
55,445.5,50.0
56,445.5,50.0
57,445.5,50.0
58,445.5,50.0
59,445.5,50.0
60,445.5,50.0
61,413.0,48.0
62,413.0,48.0
63,413.0,48.0
64,413.0,48.0
65,413.0,48.0
66,413.0,48.0
67,-71.5,117.0
68,-71.5,117.0
69,-71.5,117.0
70,-71.5,117.0
71,-71.5,117.0
72,-71.5,117.0
73,146.5,75.0
74,146.5,75.0
75,146.5,75.0
76,146.5,75.0
77,146.5,75.0
78,146.5,75.0
79,416.0,54.0
80,416.0,54.0
81,416.0,54.0
82,416.0,54.0
83,416.0,54.0
84,416.0,54.0
85,379.0,53.0
86,379.0,53.0
87,379.0,53.0
88,379.0,53.0
89,379.0,53.0
90,379.0,53.0
91,432.5,43.0
92,432.5,43.0
93,432.5,43.0
94,432.5,43.0
95,432.5,43.0
96,432.5,43.0
97,527.0,37.0
98,527.0,37.0
99,527.0,37.0
100,527.0,37.0
101,527.0,37.0
102,527.0,37.0
103,135.5,83.0
104,135.5,83.0
105,135.5,83.0
106,135.5,83.0
107,135.5,83.0
108,135.5,83.0
109,368.0,59.0
110,368.0,59.0
111,368.0,59.0
112,368.0,59.0
113,368.0,59.0
114,368.0,59.0
115,260.5,66.0
116,260.5,66.0
117,260.5,66.0
118,260.5,66.0
119,260.5,66.0
120,260.5,66.0
121,349.0,63.0
122,349.0,63.0
123,349.0,63.0
124,349.0,63.0
125,349.0,63.0
126,349.0,63.0
127,432.5,42.0
128,432.5,42.0
129,432.5,42.0
130,432.5,42.0
131,432.5,42.0
132,432.5,42.0
133,379.0,69.0
134,379.0,69.0
135,379.0,69.0
136,379.0,69.0
137,379.0,69.0
138,379.0,69.0
139,96.0,93.0
140,96.0,93.0
141,96.0,93.0
142,96.0,93.0
143,96.0,93.0
144,96.0,93.0
145,-85.0,112.0
146,-85.0,112.0
147,-85.0,112.0
148,-85.0,112.0
149,-85.0,112.0
150,-85.0,112.0
151,395.0,54.0
152,395.0,54.0
153,395.0,54.0
154,395.0,54.0
155,395.0,54.0
156,395.0,54.0
157,326.5,56.0
158,326.5,56.0
159,326.5,56.0
160,326.5,56.0
161,326.5,56.0
162,326.5,56.0
163,335.0,58.0
164,335.0,58.0
165,335.0,58.0
166,335.0,58.0
167,335.0,58.0
168,335.0,58.0
169,377.5,56.0
170,377.5,56.0
171,377.5,56.0
172,377.5,56.0
173,377.5,56.0
174,377.5,56.0
175,214.5,82.0
176,214.5,82.0
177,214.5,82.0
178,214.5,82.0
179,214.5,82.0
180,214.5,82.0
181,-157.0,95.0
182,-157.0,95.0
183,-157.0,95.0
184,-157.0,95.0
185,-157.0,95.0
186,-157.0,95.0
187,426.5,40.0
188,426.5,40.0
189,426.5,40.0
190,426.5,40.0
191,426.5,40.0
192,426.5,40.0
193,535.5,33.0
194,535.5,33.0
195,535.5,33.0
196,535.5,33.0
197,535.5,33.0
198,535.5,33.0
199,537.5,33.0
200,537.5,33.0
