episode,return_per_episode,num_frames_per_episode
1,313.0,46.0
2,313.0,46.0
3,313.0,46.0
4,313.0,46.0
5,313.0,46.0
6,313.0,46.0
7,-337.0,5.0
8,-337.0,5.0
9,-337.0,5.0
10,-337.0,5.0
11,-337.0,5.0
12,-337.0,5.0
13,280.5,55.0
14,280.5,55.0
15,280.5,55.0
16,280.5,55.0
17,280.5,55.0
18,280.5,55.0
19,267.0,44.0
20,267.0,44.0
21,267.0,44.0
22,267.0,44.0
23,267.0,44.0
24,267.0,44.0
25,301.5,41.0
26,301.5,41.0
27,301.5,41.0
28,301.5,41.0
29,301.5,41.0
30,301.5,41.0
31,356.5,42.0
32,356.5,42.0
33,356.5,42.0
34,356.5,42.0
35,356.5,42.0
36,356.5,42.0
37,386.0,32.0
38,386.0,32.0
39,386.0,32.0
40,386.0,32.0
41,386.0,32.0
42,386.0,32.0
43,332.5,39.0
44,332.5,39.0
45,332.5,39.0
46,332.5,39.0
47,332.5,39.0
48,332.5,39.0
49,474.5,31.0
50,474.5,31.0
51,474.5,31.0
52,474.5,31.0
53,474.5,31.0
54,474.5,31.0
55,411.0,33.0
56,411.0,33.0
57,411.0,33.0
58,411.0,33.0
59,411.0,33.0
60,411.0,33.0
61,430.5,37.0
62,430.5,37.0
63,430.5,37.0
64,430.5,37.0
65,430.5,37.0
66,430.5,37.0
67,377.5,36.0
68,377.5,36.0
69,377.5,36.0
70,377.5,36.0
71,377.5,36.0
72,377.5,36.0
73,105.0,57.0
74,105.0,57.0
75,105.0,57.0
76,105.0,57.0
77,105.0,57.0
78,105.0,57.0
79,505.5,22.0
80,505.5,22.0
81,505.5,22.0
82,505.5,22.0
83,505.5,22.0
84,505.5,22.0
85,286.0,43.0
86,286.0,43.0
87,286.0,43.0
88,286.0,43.0
89,286.0,43.0
90,286.0,43.0
91,281.0,51.0
92,281.0,51.0
93,281.0,51.0
94,281.0,51.0
95,281.0,51.0
96,281.0,51.0
97,239.5,45.0
98,239.5,45.0
99,239.5,45.0
100,239.5,45.0
101,239.5,45.0
102,239.5,45.0
103,482.5,24.0
104,482.5,24.0
105,482.5,24.0
106,482.5,24.0
107,482.5,24.0
108,482.5,24.0
109,354.5,38.0
110,354.5,38.0
111,354.5,38.0
112,354.5,38.0
113,354.5,38.0
114,354.5,38.0
115,328.0,39.0
116,328.0,39.0
117,328.0,39.0
118,328.0,39.0
119,328.0,39.0
120,328.0,39.0
121,320.5,41.0
122,320.5,41.0
123,320.5,41.0
124,320.5,41.0
125,320.5,41.0
126,320.5,41.0
127,235.0,43.0
128,235.0,43.0
129,235.0,43.0
130,235.0,43.0
131,235.0,43.0
132,235.0,43.0
133,391.0,36.0
134,391.0,36.0
135,391.0,36.0
136,391.0,36.0
137,391.0,36.0
138,391.0,36.0
139,405.0,36.0
140,405.0,36.0
141,405.0,36.0
142,405.0,36.0
143,405.0,36.0
144,405.0,36.0
145,259.0,49.0
146,259.0,49.0
147,259.0,49.0
148,259.0,49.0
149,259.0,49.0
150,259.0,49.0
151,484.5,29.0
152,484.5,29.0
153,484.5,29.0
154,484.5,29.0
155,484.5,29.0
156,484.5,29.0
157,-22.0,155.0
158,-22.0,155.0
159,-22.0,155.0
160,-22.0,155.0
161,-22.0,155.0
162,-22.0,155.0
163,368.5,34.0
164,368.5,34.0
165,368.5,34.0
166,368.5,34.0
167,368.5,34.0
168,368.5,34.0
169,373.5,32.0
170,373.5,32.0
171,373.5,32.0
172,373.5,32.0
173,373.5,32.0
174,373.5,32.0
175,73.5,59.0
176,73.5,59.0
177,73.5,59.0
178,73.5,59.0
179,73.5,59.0
180,73.5,59.0
181,200.0,52.0
182,200.0,52.0
183,200.0,52.0
184,200.0,52.0
185,200.0,52.0
186,200.0,52.0
187,295.5,45.0
188,295.5,45.0
189,295.5,45.0
190,295.5,45.0
191,295.5,45.0
192,295.5,45.0
193,315.5,40.0
194,315.5,40.0
195,315.5,40.0
196,315.5,40.0
197,315.5,40.0
198,315.5,40.0
199,206.0,52.0
200,206.0,52.0
