episode,return_per_episode,num_frames_per_episode
1,-63.0,103.0
2,-63.0,103.0
3,-63.0,103.0
4,-63.0,103.0
5,-63.0,103.0
6,-63.0,103.0
7,21.5,71.0
8,21.5,71.0
9,21.5,71.0
10,21.5,71.0
11,21.5,71.0
12,21.5,71.0
13,375.5,45.0
14,375.5,45.0
15,375.5,45.0
16,375.5,45.0
17,375.5,45.0
18,375.5,45.0
19,446.5,47.0
20,446.5,47.0
21,446.5,47.0
22,446.5,47.0
23,446.5,47.0
24,446.5,47.0
25,-524.0,164.0
26,-524.0,164.0
27,-524.0,164.0
28,-524.0,164.0
29,-524.0,164.0
30,-524.0,164.0
31,276.0,54.0
32,276.0,54.0
33,276.0,54.0
34,276.0,54.0
35,276.0,54.0
36,276.0,54.0
37,255.5,58.0
38,255.5,58.0
39,255.5,58.0
40,255.5,58.0
41,255.5,58.0
42,255.5,58.0
43,277.5,68.0
44,277.5,68.0
45,277.5,68.0
46,277.5,68.0
47,277.5,68.0
48,277.5,68.0
49,392.0,59.0
50,392.0,59.0
51,392.0,59.0
52,392.0,59.0
53,392.0,59.0
54,392.0,59.0
55,-1342.5,247.0
56,-1342.5,247.0
57,-1342.5,247.0
58,-1342.5,247.0
59,-1342.5,247.0
60,-1342.5,247.0
61,103.0,108.0
62,103.0,108.0
63,103.0,108.0
64,103.0,108.0
65,103.0,108.0
66,103.0,108.0
67,543.0,35.0
68,543.0,35.0
69,543.0,35.0
70,543.0,35.0
71,543.0,35.0
72,543.0,35.0
73,184.5,69.0
74,184.5,69.0
75,184.5,69.0
76,184.5,69.0
77,184.5,69.0
78,184.5,69.0
79,-392.5,146.0
80,-392.5,146.0
81,-392.5,146.0
82,-392.5,146.0
83,-392.5,146.0
84,-392.5,146.0
85,281.0,56.0
86,281.0,56.0
87,281.0,56.0
88,281.0,56.0
89,281.0,56.0
90,281.0,56.0
91,-275.0,158.0
92,-275.0,158.0
93,-275.0,158.0
94,-275.0,158.0
95,-275.0,158.0
96,-275.0,158.0
97,346.5,58.0
98,346.5,58.0
99,346.5,58.0
100,346.5,58.0
101,346.5,58.0
102,346.5,58.0
103,279.5,58.0
104,279.5,58.0
105,279.5,58.0
106,279.5,58.0
107,279.5,58.0
108,279.5,58.0
109,-557.0,326.0
110,-557.0,326.0
111,-557.0,326.0
112,-557.0,326.0
113,-557.0,326.0
114,-557.0,326.0
115,287.5,62.0
116,287.5,62.0
117,287.5,62.0
118,287.5,62.0
119,287.5,62.0
120,287.5,62.0
121,320.5,65.0
122,320.5,65.0
123,320.5,65.0
124,320.5,65.0
125,320.5,65.0
126,320.5,65.0
127,281.5,84.0
128,281.5,84.0
129,281.5,84.0
130,281.5,84.0
131,281.5,84.0
132,281.5,84.0
133,301.0,50.0
134,301.0,50.0
135,301.0,50.0
136,301.0,50.0
137,301.0,50.0
138,301.0,50.0
139,-2047.5,373.0
140,-2047.5,373.0
141,-2047.5,373.0
142,-2047.5,373.0
143,-2047.5,373.0
144,-2047.5,373.0
145,-104.0,89.0
146,-104.0,89.0
147,-104.0,89.0
148,-104.0,89.0
149,-104.0,89.0
150,-104.0,89.0
151,203.0,62.0
152,203.0,62.0
153,203.0,62.0
154,203.0,62.0
155,203.0,62.0
156,203.0,62.0
157,225.0,64.0
158,225.0,64.0
159,225.0,64.0
160,225.0,64.0
161,225.0,64.0
162,225.0,64.0
163,-429.0,21.0
164,-429.0,21.0
165,-429.0,21.0
166,-429.0,21.0
167,-429.0,21.0
168,-429.0,21.0
169,426.5,49.0
170,426.5,49.0
171,426.5,49.0
172,426.5,49.0
173,426.5,49.0
174,426.5,49.0
175,-277.5,117.0
176,-277.5,117.0
177,-277.5,117.0
178,-277.5,117.0
179,-277.5,117.0
180,-277.5,117.0
181,239.5,71.0
182,239.5,71.0
183,239.5,71.0
184,239.5,71.0
185,239.5,71.0
186,239.5,71.0
187,215.5,80.0
188,215.5,80.0
189,215.5,80.0
190,215.5,80.0
191,215.5,80.0
192,215.5,80.0
193,-23.5,91.0
194,-23.5,91.0
195,-23.5,91.0
196,-23.5,91.0
197,-23.5,91.0
198,-23.5,91.0
199,207.5,127.0
200,207.5,127.0
