update,frames,FPS,duration,return_mean,return_std,return_min,return_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm
44,45056,2185.6783776494235,21,-999.125,564.797626920475,-2172.5,-325.5,76.125,64.68855675465329,3.0,221.0,1.0329622626304626,-28.23603105545044,157.0974235534668,27320.3974609375,48.41065962944898
45,46080,2181.026748884469,21,-1334.6875,1017.3379151460689,-3106.0,-363.5,117.75,112.52083140467813,5.0,331.0,1.038724660873413,-28.71186399459839,146.7051124572754,23281.0986328125,223.38757472226035
46,47104,2209.23053689083,22,-1508.5833333333333,1120.9685513231652,-3447.0,-319.0,127.0,119.45082670287385,3.0,339.0,1.0599865913391113,-29.18963050842285,169.3321647644043,31865.66650390625,179.31376382882883
47,48128,2288.130450533386,22,-1677.375,1668.4334671706272,-6008.0,-462.5,129.75,127.07453521457397,21.0,450.0,1.0588375329971313,-29.66231060028076,148.47118377685547,25045.75244140625,89.71017735259292
48,49152,2340.37119060139,23,-1617.5,866.0401621749421,-3504.0,-385.5,128.625,74.17030655862223,10.0,271.0,1.0421824753284454,-30.1293888092041,161.48136520385742,29288.5986328125,181.1225360705827
49,50176,2329.734086086364,23,-1457.5,570.5660018788361,-2224.0,-385.5,131.375,79.6067483006309,10.0,293.0,1.0476056039333344,-30.599570274353027,161.30150604248047,28408.94189453125,62.28447391155497
50,51200,2324.4510822445222,24,-1750.6,1418.0367555179944,-3406.5,-300.0,128.8,122.95430045346116,1.0,299.0,1.0126656889915466,-31.07249689102173,169.03505325317383,31002.37255859375,127.85366048961583
51,52224,2243.0674826376376,24,-1771.0454545454545,1652.424189631506,-5209.0,-388.0,139.0,152.88022644005875,8.0,450.0,1.0171861350536346,-31.548360347747803,141.20687866210938,23222.15234375,115.22432624714043
52,53248,2277.960679818653,24,-1322.2272727272727,675.5224026847116,-2568.5,-387.5,109.0909090909091,79.53210277555112,14.0,237.0,1.0469562411308289,-32.017173767089844,167.9432716369629,31005.10107421875,67.82341938855943
53,54272,2238.1721451493045,25,-775.0666666666667,618.4201340692445,-2492.0,-300.0,53.8,65.02840405033275,1.0,205.0,1.0528985857963562,-32.45089340209961,153.44496536254883,26943.50830078125,68.31127446988893
54,55296,2298.3902027361487,25,-1217.7307692307693,1305.6138346414305,-5026.5,-300.0,92.84615384615384,129.7375137930703,1.0,450.0,1.0315025448799133,-32.800862312316895,156.83710098266602,29823.2685546875,109.40761526314502
55,56320,2335.0424285061104,26,-1351.909090909091,1103.776097564048,-3747.5,-404.0,99.0909090909091,97.79612796337132,9.0,327.0,1.0459187924861908,-33.20817184448242,191.11758422851562,40740.208984375,174.7800104010258
56,57344,2187.8773332654127,26,-1056.8846153846155,604.2776410356595,-2790.5,-370.0,70.0,42.11157341378514,6.0,154.0,1.0297921895980835,-33.66212558746338,170.9038963317871,32646.1875,90.22719596605333
57,58368,2176.395980401646,27,-1221.6333333333334,1116.3378889127712,-3901.0,-345.0,82.86666666666666,94.74095676574566,4.0,335.0,1.0228961110115051,-34.12517738342285,191.29072189331055,40977.0595703125,90.88534851361891
58,59392,2238.1733114951267,27,-1366.5625,1272.5761626887995,-3693.0,-330.0,75.875,87.72462239873136,4.0,238.0,1.0126022696495056,-34.58874225616455,160.6839599609375,29712.6474609375,100.4777072515258
59,60416,2218.7934507124473,28,-1082.0263157894738,937.5930757120962,-3354.5,-125.5,81.3157894736842,87.87374473556031,6.0,262.0,1.0376278758049011,-35.057501792907715,179.38131713867188,35277.0263671875,79.64766172400489
60,61440,2257.8923247899015,28,-1147.0416666666667,788.978465547205,-3016.0,-372.5,84.25,72.67177925439833,8.0,247.0,1.0336283445358276,-35.51737594604492,158.36830139160156,29013.27880859375,53.28062707405368
61,62464,2298.3902027361487,29,-1058.6875,246.57427094843047,-1602.0,-815.5,81.625,27.617646079997478,49.0,150.0,1.0422557294368744,-35.96956253051758,152.78147888183594,26277.03125,198.8868782037012
