episode,return_per_episode,num_frames_per_episode
1,-714.5,82.0
2,-714.5,82.0
3,-714.5,82.0
4,-714.5,82.0
5,-714.5,82.0
6,-714.5,82.0
7,-1728.5,144.0
8,-1728.5,144.0
9,-1728.5,144.0
10,-1728.5,144.0
11,-1728.5,144.0
12,-1728.5,144.0
13,-333.5,5.0
14,-333.5,5.0
15,-333.5,5.0
16,-333.5,5.0
17,-333.5,5.0
18,-333.5,5.0
19,-311.0,2.0
20,-311.0,2.0
21,-311.0,2.0
22,-311.0,2.0
23,-311.0,2.0
24,-311.0,2.0
25,-333.5,3.0
26,-333.5,3.0
27,-333.5,3.0
28,-333.5,3.0
29,-333.5,3.0
30,-333.5,3.0
31,-1146.5,450.0
32,-1146.5,450.0
33,-1146.5,450.0
34,-1146.5,450.0
35,-1146.5,450.0
36,-1146.5,450.0
37,-373.5,7.0
38,-373.5,7.0
39,-373.5,7.0
40,-373.5,7.0
41,-373.5,7.0
42,-373.5,7.0
43,-314.5,2.0
44,-314.5,2.0
45,-314.5,2.0
46,-314.5,2.0
47,-314.5,2.0
48,-314.5,2.0
49,-310.5,2.0
50,-310.5,2.0
51,-310.5,2.0
52,-310.5,2.0
53,-310.5,2.0
54,-310.5,2.0
55,-352.5,5.0
56,-352.5,5.0
57,-352.5,5.0
58,-352.5,5.0
59,-352.5,5.0
60,-352.5,5.0
61,-372.5,19.0
62,-372.5,19.0
63,-372.5,19.0
64,-372.5,19.0
65,-372.5,19.0
66,-372.5,19.0
67,-329.5,3.0
68,-329.5,3.0
69,-329.5,3.0
70,-329.5,3.0
71,-329.5,3.0
72,-329.5,3.0
73,-328.5,4.0
74,-328.5,4.0
75,-328.5,4.0
76,-328.5,4.0
77,-328.5,4.0
78,-328.5,4.0
79,446.0,61.0
80,446.0,61.0
81,446.0,61.0
82,446.0,61.0
83,446.0,61.0
84,446.0,61.0
85,-300.0,1.0
86,-300.0,1.0
87,-300.0,1.0
88,-300.0,1.0
89,-300.0,1.0
90,-300.0,1.0
91,-333.5,35.0
92,-333.5,35.0
93,-333.5,35.0
94,-333.5,35.0
95,-333.5,35.0
96,-333.5,35.0
97,-330.5,3.0
98,-330.5,3.0
99,-330.5,3.0
100,-330.5,3.0
101,-330.5,3.0
102,-330.5,3.0
103,-312.0,2.0
104,-312.0,2.0
105,-312.0,2.0
106,-312.0,2.0
107,-312.0,2.0
108,-312.0,2.0
109,-1518.0,138.0
110,-1518.0,138.0
111,-1518.0,138.0
112,-1518.0,138.0
113,-1518.0,138.0
114,-1518.0,138.0
115,-218.0,18.0
116,-218.0,18.0
117,-218.0,18.0
118,-218.0,18.0
119,-218.0,18.0
120,-218.0,18.0
121,-333.0,4.0
122,-333.0,4.0
123,-333.0,4.0
124,-333.0,4.0
125,-333.0,4.0
126,-333.0,4.0
127,-286.5,23.0
128,-286.5,23.0
129,-286.5,23.0
130,-286.5,23.0
131,-286.5,23.0
132,-286.5,23.0
133,-329.0,5.0
134,-329.0,5.0
135,-329.0,5.0
136,-329.0,5.0
137,-329.0,5.0
138,-329.0,5.0
139,-351.5,6.0
140,-351.5,6.0
141,-351.5,6.0
142,-351.5,6.0
143,-351.5,6.0
144,-351.5,6.0
145,-295.0,14.0
146,-295.0,14.0
147,-295.0,14.0
148,-295.0,14.0
149,-295.0,14.0
150,-295.0,14.0
151,225.0,48.0
152,225.0,48.0
153,225.0,48.0
154,225.0,48.0
155,225.0,48.0
156,225.0,48.0
157,470.0,25.0
158,470.0,25.0
159,470.0,25.0
160,470.0,25.0
161,470.0,25.0
162,470.0,25.0
163,-787.0,48.0
164,-787.0,48.0
165,-787.0,48.0
166,-787.0,48.0
167,-787.0,48.0
168,-787.0,48.0
169,-318.5,3.0
170,-318.5,3.0
171,-318.5,3.0
172,-318.5,3.0
173,-318.5,3.0
174,-318.5,3.0
175,-1071.0,450.0
176,-1071.0,450.0
177,-1071.0,450.0
178,-1071.0,450.0
179,-1071.0,450.0
180,-1071.0,450.0
181,-1047.0,96.0
182,-1047.0,96.0
183,-1047.0,96.0
184,-1047.0,96.0
185,-1047.0,96.0
186,-1047.0,96.0
187,-358.5,25.0
188,-358.5,25.0
189,-358.5,25.0
190,-358.5,25.0
191,-358.5,25.0
192,-358.5,25.0
193,-271.5,25.0
194,-271.5,25.0
195,-271.5,25.0
196,-271.5,25.0
197,-271.5,25.0
198,-271.5,25.0
199,-305.0,25.0
200,-305.0,25.0
